input,prediction,label
이 대회에서는 넥슨이 제공하는 인기 게임의 콘텐츠가 활용된 문제가 출제되기도 한다, In this competition problems that utilize the contents of popular games provided by Nexon are also presented with,In this contest problems using the contents of popular games provided by Nexon are also presented
기아자동차가 20일 공시를 통해 임금단체협약 교섭과 관련한 부분 파업 때문에 소하리화성광주 공장 등 전국 사업장에서 자동차 제조와 판매 정비를 중단한다고 밝혔다, Kia Motors announced on the 20th that it will stop manufacturing and sales maintenance of automobiles at workplaces nationwide such as Sohari Hwaseong and Gwangju factory due to partial strikes related to negotiations on wage,Kia Motors announced in a public announcement on the 20th that it will suspend manufacturing sales and maintenance of cars at its plants in Sohari Hwaseong and Gwangju due to partial strikes related to wage and collective bargaining negotiations
유방암의 가장 공격적인 하위 유형 중 하나인 삼중 음성 유방암의 유방암 조직은 비 TNBC 암 조직에 비해 HDAC9 단백질 수치가 높다, The breast cancer tissue of triplenegative breast cancer one of the most aggressive subtypes of breast cancer has higher HDAC9 protein levels than nonTNBC cancer tissues,Breast cancer tissues with triplenegative breast cancer which is one of the most aggressive subtypes of breast cancer have higher HDAC9 protein levels compared to nonTNBC cancer tissues
구체적으로 유화제로는 지방족 유기산과 설포네이트계 화합물을 혼합 사용한다, Specifically as emulsifiers use aliphatic organic acids and sulfonate compound,Specifically a mixture of an aliphatic organic acid and a sulfonatebased compound is used as the emulsifier
당시 백혈구 3700mm3 호산구 74로 호산구 상승 소견이 있었다, At that time there was a rise in eosinophils 3700mm3 and eosinoph,At that time there was an elevation of eosinophils with 3700 mm3 leukocytes 74 eosinophils
반대로 NAFLD 환자의 당뇨병 유병률은 일반 인구보다 높다, On the contrary NAFLD patients diabetes prevalence is higher than that,In reverse the prevalence of diabetes in patients with NAFLD is higher than in the general population
2011년부터 2017년까지 TARE로 치료받은 간내 간세포 암종 환자 143명이 한국의 2개 고등 교육 기관에서 모집되었습니다, From 2011 to 2017 143 patients with liver cell carcinoma treated with TARE were recruited from two higher education institutions in Korea including e,A total of 143 patients with intrahepatic HCC treated with TARE between 2011 and 2017 were recruited from two Korean tertiary institutes
2014년 복스 미디어Vox Media에 의해 런칭된 사이트 복스는 소음 같은 정보가 난무하는 세대에서 진정한 문맥이 있고 영감을 줄 수 있는 뉴스를 들려주기 위해 시작됐다, The site Box which was launched by Vox Media in 2014 was launched to tell news that there is a true context and inspirational news in the generation of noiselike information and that can inspire the Genea Jjam,The site launched by Vox Media in 2014 Vox was launched to present realworld context and inspirational news in a generation of noiseridden information
이는 3월 주총의 표 대결이 종착점이 아니며 이후에도 당분간 경영권을 둘러싼 다툼이 이어질 거란 분석을 가능케 하는 대목이다, This is an analysis that the general shareholders meeting in March is not the end point and that the dispute over management rights will continue for the time being followed by Choegik,This is not the end of the vote confrontation at the shareholders meeting in March and it is possible to analyze that the dispute over management rights will continue for the time being
본 수술 술기는 이전 보고와 접근법에 있어서 약간의 차이가 있다, There is a slight difference in the previous report and approach in this surgical,This technical note has some differences in approach from previous reports
강성부510Y는 강성 영역에서 하부 연성 기판510X의 상면을 따라 배치될 수 있다, The rigid part 510Y can be arranged along the upper surface of the lower flexible substrate 510X in the rigid area,The rigid portion 510Y may be disposed along the upper surface of the lower flexible substrate 510X in the rigid region
